hist_id,latitude,longitude,name,image_url,description,address,summary,Suburb ,post_code
62,-37.894807,145.056008,Carnegie Railway Station,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/091/326.jpg,"The Carnegie railway station with associated gardens is located on Koornang Road  Carnegie and was presumably opened with the line on the 8th of October  1877  the present main building and remains of the downside building having been erected at the time of electrification in 1922 when James Fawcett was the chief architect of the Way and Works Department. It IS historically and aesthetically significant.



It is historically significant (Criterion A) as a point of entry and departure for the Carnegie locality for over a century  having been associated with its development presumably since the opening of the line in 1877. It is understood that the platforms are the only surviving nineteenth century elements. The main building is historically significant also as a surviving standard structure of its type designed by the office of the chief architect in the Way and Works Branch during J.W. Hardy's term of office but undertaken by his successor  James Fawcett.



It is aesthetically significant (Criterion E) as a surviving suburban station complex from the Great War period with up side building complemented by mature public gardens.



The building's aesthetic importance is derived also from the use of Arts and Crafts forms and ornamentation in a manner which complements many of the contemporary houses in the vicinity of the railway station.
",Koornang Road CARNEGIE  Glen Eira City,The Carnegie railway station with associated gardens is located on Koornang Road  Carnegie and was presumably opened with the line on the 8th of October  1877  the present main building.,Carnegie,3163
63,-37.892664,145.046043,Greek Orthodox Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/542.jpg,"The former Primitive Methodist  later Congregational  church at 152 Grange Road  Glenhuntly  is a small timber building  erected in 1885 (89?) in South Melbourne and relocated to Glenhuntly in 1909. It is a highly individual picturesque timber structure with distinctive spire and timber enrichment. It has aesthetic  historical and social significance.



Its aesthetic value is derived from the choice of materials and picturesque Gothic Revival character showing American influence. Its historical value is derived from its survival as a rare example of a Primitive Methodist Church building whilst its social value hinges on its early roles as a place of worship for the Primitive Methodists in South Melbourne and the Congregationalists in Glenhuntly. ",152 Grange Road CARNEGIE  Glen Eira City,The former Primitive Methodist  later Congregational  church at 152 Grange Road  Glenhuntly  is a small timber building  erected in 1885 (89?) in South Melbourne and relocated to Glenhuntly.,Carnegie,3163
64,-37.889347,145.041528,Glen Huntly Railway Station,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/638.jpg,"Glen Huntly Railway Station was opened with the line from Caulfield to Frankston on 19th of December  1881. Whilst the original main station building erected to a standard design only used on the Frankston railway in 1882 has been demolished  the original downside portable building is extant. This building is historically and technically significant.



It is historically significant (Criterion A) as the oldest extant railway building in the Municipality directly expressive of the standard of accommodation provided for passengers and staff from the commencement of railway services. This importance is enhanced by the fact that it is the secondary building of the complex at this location  the more common pattern being for the secondary buildings to be replaced and the main buildings to be retained.



It is technically important (Criterion F) as an increasingly rare surviving example of a standard nineteenth century railway portable building  once in widespread use throughout the suburban and country rail systems from the Railway Boom period but now much less common. Aspects of technical importance include the bolted framing and timber lined panel construction and now over painted evidence of the original paint colour scheme.



",Glen Huntly Road GLEN HUNTLY  Glen Eira City,Glen Huntly Railway Station was opened with the line from Caulfield to Frankston on 19th of December  1881. Whilst the original main station building erected to a standard design only used .,Glen Huntly,3163
65,-37.887661,145.069937,Murrumbeena Primary School,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/684.jpg,The Murrumbeena Primary School is a substantial Government School of the post Edwardian and early Interwar periods. It is representative in its adoption of the courtyard plan with Classical Revival details and unusual in that the main entry is off centre  recalling the building's staged development and in its use of Dutch Renaissance motifs  comparing with the Princes Hill school. ,20 Hobart Road MURRUMBEENA  Glen Eira City,The Murrumbeena Primary School is a substantial Government School of the post Edwardian and early Interwar periods. It is representative in its adoption of the courtyard plan with Classical.,Murrumbeena,3163
66,-37.895812,145.065386,Murrumbeena Railway Station,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/707.jpg,"The railway station with associated gardens is located on Murrumbeena Road  Murrumbeena and was presumably opened with the line on 8th of October  1877  the present buildings and footbridge having been erected about the time of electrification in 1922. It is historically and aesthetically significant.



It is historically significant (Criterion A) as a point of entry and departure for the Murrumbeena locality for over a century  having been associated with its development presumably since the opening of the line in 1877. It is understood that the platforms are the only surviving nineteenth century elements. It is historically significant also as a surviving complex of standard buildings designed by the office of the chief architect in the Way and Works Branch during J. W. Hardy's term of office but presumably undertaken by his successor  James Fawcett.



It is aesthetically significant (Criterion E) as a complete (Criterion D) suburban station complex from the Great War period with up and downside buildings and footbridge  complemented by mature but remnant public gardens. Their aesthetic importance is derived also from the use of Arts and Crafts forms and ornamentation in a manner which complements many of the contemporary houses in the vicinity of the railway station.",Murrumbeena Road MURRUMBEENA  GLEN EIRA CITY,The railway station with associated gardens is located on Murrumbeena Road  Murrumbeena and was presumably opened with the line on 8th of October  1877  the present buildings and footbridge.,Murrumbeena,3163
67,-37.88983,145.037669,St. Agnes Anglican Church and Vicarage,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/804.jpg,"St. Agnes Anglican (former Church of England) Church at no. 114 Booran Road  Glen Huntly was built in 1924 and subsequently to the design of the noted firm of Melbourne architects  Grainger  Little  Barlow and Hawkins. It is historically and aesthetically significant.



It is historically significant (criterion A) to the extent that its architectural expression and date of construction demonstrate its close association with the growth of the suburb of Glen Huntly which expanded dramatically during the Inter-War years.



It is aesthetically significant (Criterion E) as a highly picturesque and sophisticated demonstration of the Italian Romanesque style which had attained popularity in America and especially the West Coast of America during the 1920s where it was a popular choice especially for churches and schools. This importance is enhanced by the high level of integrity of the place  the principal elements of the building that contribute to its stylistic values including the ceiling treatments and lighting including fenestration  the bell tower and Lombardic ornamentation and the symmetry of the composition.



The church is important also as an example of the work of the architects  Marcus Barlow being a leading practitioner in Melbourne during the Inter-War period  better known for his development of the Howey Estate at the Collins/Swanston Street corner but also known for his practice of successfully interpreting American architectural styles.



The adjoining vicarage-is of aesthetic importance in that it establishes the context for the Church and underscores its Inter-War origins.
",114-116 Booran Road GLEN HUNTLY  Glen Eira City,St. Agnes Anglican (former Church of England) Church at no. 114 Booran Road  Glen Huntly was built in 1924 and subsequently to the design of the noted firm of Melbourne architects  Grainger.,Glen Huntly,3163
68,-37.89019,145.06267,Andreas Svensson Pipe Organ - St Peter\u0027s Anglican Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/187/327.jpg,"What is significant? The pipe organ is the only example of an instrument built by leading Melbourne cabinet maker Andreas Svensson  possibly for his home in Kent Street  Richmond.

How is it significant? The organ is significant for historic  aesthetic and technical reasons at a regional level.

Why is it significant? The Svensson pipe organ at St Peter's Church is significant for the following reasons:

. It is the only identifiable example of its builder's work

. It is a rare example of an organ built by a Melbourne cabinet maker (although Clarence Andrewartha was prominent in the 1930s and 1940s)

. The instrument has been expertly constructed from excellent materials  including oak for the casework

. It remains essentially intact

. All of the original pipework appears to remain

. The sound of the instrument is articulate  clear and highly attractive

Classified: 24/09/2012
File note 04/02/2013: Svensson born Lund Sweden 01/04/1840. Arrived in Australia 1869.
",371 Neerim Road  MURRUMBEENA  GLEN EIRA CITY,"The pipe organ is the only example of an instrument built by leading Melbourne cabinet maker Andreas Svensson  possibly for his home in Kent Street  Richmond.
",Murrumbeena,3163
69,-37.88806,145.05362,Former Wesleyan Methodist Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/273.jpg,"A church of bizarre architectural character  built in 1914 to the design of A P Coles. The exterior treatment is a combination of red brick American Romanesque; English Arts & Crafts in the rough cast and the pseudo half-timbered gable (which itself has Art Nouveau overtones); and a North European  perhaps Baltic half-gabled tower with a slender spire.

Classified: 24/08/1989",250 - 254 Neerim Road  CARNEGIE  GLEN EIRA CITY,A church of bizarre architectural character  built in 1914 to the design of A P Coles. The exterior treatment is a combination of red brick American Romanesque; English Arts  Crafts.,Carnegie,3163
70,-37.890048,145.071921,Urangara,,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",21 Omama Road  MURRUMBEENA  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Murrumbeena,3163
71,-37.885404,145.039355,Glen Huntly Park,https://victoriancollections.net.au/media/collectors/4f729f7b97f83e03086018a9/items/536301999821f40c64c6d452/item-media/536301999821f40c64c6d453/VictorianCollections-medium.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Booran Rd & Neerim Road  CAUFIELD   GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
72,-37.89481,145.05601,Carnegie War Memorial,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/966.jpg,"The Carnegie War Memorial is located in Koornang Park  Koornang Road  Carnegie. The stone memorial was established on April 25th 1952  to commemorate  ""Those who gave their lives in the service of their country.""",(in Kooorang Park)  Koornang Road CARNEGIE  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Carnegie,3163
73,-37.894628,145.051578,Caulfield Memorial Swimming Pool,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/968.jpg  http://monumentaustralia.org.au/content/directory/full/Caulfield_War_Memorial_Swimming_Pool-37556-30691.jpg  http://monumentaustralia.org.au/content/directory/full/Caulfield_War_Memorial_Swimming_Pool-37557-30691.jpg,The Caulfield Memorial Swimming Pool commemorates the First World War and Second World War.,Moira Avenue  Koornang Park  CARNEGIE  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Carnegie,3163
74,-37.892027,145.065409,Stained Glass Window at Murrumbeena Koornang [formerly St. Giles' Presbyterian] Uniting Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/198/395.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",117 Murrumbeena Road  Murrumbeena  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Murrumbeena,3163
75,-37.934182,145.065687,22 Brady Road,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/030/834.jpg,"The house at no. 22 Brady Road  East Bentleigh was built for the Moorabbin Shire councillor and president  William George Leary  in 1889. It is historically significant.



It is historically significant (Criterion A) as an early market gardener's house and recalls the earliest phase in the occupation of land at East Bentleigh when the market gardens were served by plateways and the hall at East Bentleigh  of which Leary was the secretary for a period  was the principal public building in this isolated settlement.



",22 Brady Road BENTLEIGH EAST  Glen Eira City,"The house at no. 22 Brady Road  East Bentleigh was built for the Moorabbin Shire councillor and president  William George Leary  in 1889. It is historically significant.

",Bentleigh East,3165
76,-37.932343,145.073336,Yarra Yarra Golf Clubhouse and surrounds  567 Warrigal Road,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/031/266.jpg,"The Yarra Yarra Golf Club House was built in 1928 to the design of Melbourne architects Plottel  Bunnet and Alsop following A.G. Alsop's tour of golf clubhouses in America. It is aesthetically significant.



It is aesthetically significant (Criterion E) as an example of an Inter War period golf clubhouse and mature expression of the American West Coast Mission style designed and built at a time when buildings of the type and style were the height of fashion in California and presumably elsewhere along the American West Coast. The choice of style is of note also for its relationship with the architectural character of much of the domestic architecture erected in the Municipality late in the 1920s when the so-called Spanish-American influence was emerging as a dominant fashion stemmed only by the onset of the Depression. Important surviving stylistic elements include the entry treatment with portico  vestibules and tower  the tiled roof with chimneys  arched windows and remnant railings and the substantially intact interior spaces including the upper and lower level vestibules  staircase and dining room. The exterior has been heavily defaced  in the first instance by the removal of the north wing loggia and in the second by the removal of the balustrades and stuccoed facings. ",567 Warrigal Road BENTLEIGH EAST  Glen Eira City,The Yarra Yarra Golf Club House was built in 1928 to the design of Melbourne architects Plottel  Bunnet and Alsop following A.G. Alsop's tour of golf clubhouses in America. ,Bentleigh East,3165
77,-37.920325,145.053895,The former East Brighton Public Hall,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/456.jpg,"The former East Brighton (later East Bentleigh) Public Hall is situated at no. 675 Centre Road  East Bentleigh and was built in 1895-96 by L.R. Phillips  councillor at the nearby Caulfield Shire  to a design of the Melbourne architects Blackwell and Dalton. It is historically important. It is historically important (Criterion A) as the oldest surviving community owned public facility in the district  having served initially as a public hall with additions since demolished presumably accommodating a library. Its ownership and usage show that it functioned in a manner of a Mechanics Institute  this place being a focal point for social activities and public meetings from its inception until the post war era. In this respect it directly recalls a now distant time when East Bentleigh was a community made up primarily of market gardeners. As an early surviving nineteenth century public building in the area  it is unique (Criterion B). This importance is demonstrated by the surviving hall and porch  now encompassed by later additions and which in themselves demonstrate the growth of the district sustained during the early post war period when the building continued as a community facility in its intended role.
",675 Centre Road BENTLEIGH EAST  GLEN EIRA CITY,The former East Brighton (later East Bentleigh) Public Hall is situated at no. 675 Centre Road  East Bentleigh and was built in 1895-96 by L.R. Phillips  councillor at the nearby Caulfield.,Bentleigh East,3165
78,-37.91429,145.05605,Bentleigh East State School Honour Roll (First World War),,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Valkstone Street BENTLEIGH EAST  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Bentleigh East,3165
79,-37.86691,145.00064,Glenfern,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/077/308.jpg,"What is significant?
Glenfern was built on spacious grounds at the corner of Inkerman and Hotham Streets  East St Kilda in two main stages in 1857 and 1876. From 1876 to 1984 Glenfern had only two owners  including the well known Melbourne family of artists  the Boyds. The property was bequeathed to the National Trust of Australia (Victoria) in 1984 and has remained in their ownership.
The original Glenfern allotment was bought by John Bakewell in 1856 and sold the following year to Francis McDonnell  a prominent Melbourne investor. By 1858  the house  rated as the most valuable in Caulfield  had been built on the site. Due to financial difficulties  McDonnell offered a number of properties for sale in 1860  including Glenfern. It was not sold at this stage  but subsequently mortgaged in 1862. In 1866 Thomas Watson purchased the property and lived there until 1876 when it was sold to Captain John T. T. Boyd and his wife  Lucy  founders of the Boyd dynasty of artists  musicians  writers and architects. The Boyd family  including twelve children  lived there until 1907  with Lucy Boyd retaining ownership after her husband's death in 1891.
In 1907 the property was subdivided and the greatly reduced Glenfern portion was purchased by the Ostberg family  who lived there from 1915. In the latter years of Boyd family ownership and the Ostberg ownership  Glenfern had several tenants and was run as a school on two occasions. The Ostberg family occupancy continued until the death of Miss Amy Ostberg in 1984. From 1929 the property was listed as Glenfern Flats  necessitating various internal alterations over a period of time.
The original two storey house  attributed to architect Charles Laing  was extended for the Boyd family in 1876  by architect M. Hennessy. This comprised the addition of a two storey wing to the south of the existing building. Stables were built in 1884 by the architects Smith and Johnson and other outbuildings  since removed  were recorded on the site. The gardens were developed from the establishment of the estate and remnants of early plantings  exotic trees in particular  are evident. Various additions and alterations were made to the house in the twentieth century and a separate block of flats was built on the southern boundary in c1964.
Glenfern is a two storey picturesque Gothic house of stuccoed brick with steep  gabled slate roofs  elaborate bargeboards and chimneys of conjoined stacks set diagonally. The original  asymmetrically planned L-shaped house  containing the principal rooms and a rear wing  was designed with two main facades facing north and west. The north facade contains an unusual recessed pointed arch bay formed between twin chimney flues. Internally cedar joinery includes an unusual set of double doors between the drawing room and parlour  the centre pair of which fold back and then slide into the walls.
Detailing of the 1876 additions copied that of the original house  including the bargeboards  chimneys and western verandah.
Ownership of Glenfern passed to the National Trust of Australia (Victoria) in 1984 and in 2002 transformation of the property into a Centre for the Arts and Culture commenced. This began with the establishment of an Artist-in-residence programme  followed by the Glenfern Writers Centre. Restoration and renovation of the building has been undertaken concurrently with the establishment of this centre.
How is it significant?
Glenfern  East St Kilda is of architectural and historical significance to the State of Victoria.
Why is it significant?

Glenfern is of architectural significance as an unusually intact and rare example of the picturesque domestic Gothic Revival house in Victoria. Of particular note are the clustered chimneys  bargeboards and twin arched chimney flues and the folding/sliding cedar doors between the principal rooms. It is significant as an important work of the prominent Melbourne architect  Charles Laing.
Glenfern is of historical significance for its connection with the distinguished Victorian Boyd family. It has been recorded in a painting by Emma Boyd  wife of Arthur  in 1885 and in print by writer  Martin Boyd in 1952.
Glenfern is of historical significance due to its ownership by only two families from 1876; firstly the Boyds until 1907 and the Ostbergs until 1984. Of note is the resistance to redevelopment in the latter half of the twentieth century and the subsequent survival of the 1907 Glenfern estate.
[Online Data Upgrade Project 2007]
",417 Inkerman Street  ST KILDA EAST  GLEN EIRA CITY,Glenfern was built on spacious grounds at the corner of Inkerman and Hotham Streets  East St Kilda in two main stages in 1857 and 1876. From 1876 to 1984 Glenfern had only two owners.,St Kilda East,3183
80,-37.871084,145.001163,20 Denman Avenue,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/030/793.jpg,"""Warary""  at no. 20 Denman Avenue  Balaclava  was built for the Hansard reporter  Joseph S. Weatherston  in 1914. It is aesthetically significant.



It is aesthetically significant (Criterion E) as an exceptionally forthright demonstration of Arts and Crafts principles as they were applied to domestic architectural forms at the time. The strong sense of symmetry established both on plan and in terms of its architectural expression is the distinguishing feature of the place  the disposition of the chimneys and window bays about the central axis being highly expressive of the Arts and Crafts mode and unique in this Municipality.
",20 Denman Avenue ST KILDA EAST  GLEN EIRA CITY,"""Warary"" at no. 20 Denman Avenue  Balaclava  was built for the Hansard reporter  Joseph S. Weatherston  in 1914. It is aesthetically significant.

",St Kilda East,3183
81,-37.868388,145.007965,Craigellachie,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/186/152.jpg,"Craigellachie'  a Victorian mansion was apparently erected in two stages after 1873 for Scottish born pastoralist and politician William Pearson. A formally designed conservative classical style two storey house is fronted by a later  more ornate  assymmetrically planned single storey addition with tower and perimeter iron verandah in an elaborate variation of the ubuquitous Italianate mansion house model.

'Craigellachie' of unknown authorship and uncertain date  is a building of importance as a comparatively fine surviving example of late Victorian era Italianate style mansions which proliferated in suburban Melbourne 1870-1890. The house is notable for the quality of the architectural details  tiled floors  opulent interior and dominant Italianate tower and was for many years the town house of William Pearson  prominent public figure and celebrated racing enthusiast.

'Craigellache' originally fronting Inkerman Street and now on a much reduced site has been partially subdivided into apartments. the essential architectural qualities of the house are intact.

Classified: 24/06/1968
",2B & 2C Lynedoch Avenue and 273 Orrong Road ST KILDA EAST  GLEN EIRA CITY,Craigellachie'  a Victorian mansion was apparently erected in two stages after 1873 for Scottish born pastoralist and politician William Pearson. A formally designed conservative classical.,St Kilda East,3183
82,-37.86644,144.99999,Former Congregational Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/194/467.jpg,"A late polychrome brick church with stone dressings built in 1887-8 to the design of Hillson Beasley and John Little  but remaining without the intended spire  apse  vestries and fleche. The building comprises a nave  transepts placed beneath double transverse gables and an octagonal turret to the north-west; it is of interest for its attractive use of brickwork interspersed with stone. The interior has been subdivided by a partition closing off the transepts. Originally there was a delightful pipe organ built by George Fincham in the 1860s in an elegant case with fretwork panels  cornice and diapered pipes  since sold to private ownership..

Classified: 13/07/1989



",72 Inkerman Street & Cnr Hotham Street ST KILDA EAST  GLEN EIRA CITY,A late polychrome brick church with stone dressings built in 1887-8 to the design of Hillson Beasley and John Little  but remaining without the intended spire  apse  vestries and fleche. ,St Kilda East,3183
83,-37.873369,145.004004,Eucalyptus camaldulensis,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/130/486.jpg,"Contribution to landscape of historic garden  remnant of native vegetation



This River Red Gum is a remnant of vegetatiion preceding urban development of the area. It is a very large specimen of great age and it is growing in what was once the grounds of Greenmeadows House until Council purchased the land in 1912.



Measurements: 02/1983

Spread : 26

Girth : 4.5

Height : 19.5

Estimated Age (yrs): 200+

Condition: Good



Access: Unrestricted

Classified: 17/02/1983
",Greenmeadows Gardens  Green Street  ST KILDA EAST  GLEN EIRA CITY,"Contribution to landscape of historic garden  remnant of native vegetation

This River Red Gum is a remnant of vegetatiion preceding urban development of the area. It is a very large specimen.",St Kilda East,3183
84,-37.872749,145.003883,Combretum caffrum,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/130/494.jpg,"Contribution to landscape of historic garden

Rare or localised



A rare specimen tree that is growing in what was oncea cow paddock of Greenmeadows House estate until Council purchased the landin 1912  formed estatesand developed Greenmeadows Gardens.



Measurements: 12/1982

Spread : 16.5

Girth : 2.2

Height : 13

Estimated Age (yrs): 70

Condition: Good
Access: Unrestricted

Classified: 17/02/1983
",Greenmeadows Gardens  Green Street  ST KILDA EAST  GLEN EIRA CITY,"Contribution to landscape of historic garden
Rare or localised

A rare specimen tree that is growing in what was oncea cow paddock of Greenmeadows House estate until Council purchased.",St Kilda East,3183
85,-37.86972,144.999915,Kilwinning,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/091/868.jpg,Demolished 1964.,1 Balaclava Road  ST KILDA EAST  GLEN EIRA CITY,Demolished 1964.,St Kilda East,3183
86,-37.86184,144.99161,All Saints Church of England Stained Glass Window (St Kilda East),,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",2A Chapel Street ST KILDA EAST  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",St Kilda East,3183
87,-37.88468,145.00169,FORMER ELSTERNWICK POST OFFICE,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/077/759.jpg,"The Elsternwick Post Office was built in 1891 to the design of the Public Works Department under JH Marsden. The builder was Herbert H. Coulson. The office  complete with postmaster's quarters  was a substantial two storey red brick building set on a bluestone plinth with an ornate facade incorporating cement dressings. The Elsternwick Post Office complex originally included a public lobby mail  lobby  telegraph and sorting offices  hall  dining hall  kitchen and stores  all on the ground floor. The first floor consisted of two bedrooms  sitting room  servants' room  bathroom and landing.
Since 1891 it has presented an imposing facade to Glenhuntly road and Riddell parade  on the corner of which it stands. Immediately adjacent on the other side  but also facing Glenhuntly Road  is a small single storey structure  the Rifle Club building. The two buildings are surrounded on the two remaining sides by an open space reserve. The Elsternwick Post Office is an early  and substantially intact  example of the English ""Queen Anne"" style which was introduced to Australia c.1885  and first seen in a fully developed form in Victoria in the Queenscliff Post Office of that year. Together with the Queenscliff Post Office  Kew Post Office  Courthouse and Police Station  and selected schools such as that at High Street  Prahran  the Post Office represents a notable stylistic innovation in Victoria architecture on the part of the Public Works Department.
The style imported from England was characterised by a predominance of red brick  with dressings of stone or stucco  and by steep proportions with dominant roofs incorporating hipped and gabled forms as well as dormers  tall chimneys and  occasionally  towers. Most of the details as well as the often picturesque roofscapes were derived from the Renaissance architecture of northern Europe and  in particular  England. Other common features of English ""Queen Anne"" designs include the use of coved cornices at eaves level  the articulation of the facade by means of pilasters  and the preference for tall narrow multi-paned windows with white painted sashes  and carved brick aprons under the sills. The Australian style of ""Queen Anne"" developed out of the English. For many years it was referred to as ""Queen Anne""  but some examples (especially of domestic architecture) are now known as ""Federation Style"".
""Queen Anne"" also has its American variants. The term English ""Queen Anne"" may be used to distinguish it from later Australian and American versions. The inverted commas indicate that this is not the real architecture of Queen Anneā€™s reign.
Examples of the buildings influenced by English ""Queen Anne"" style began to appear in a period of considerable building activity in the late 1880s. Whereas many of the comparable commercial examples of this style have been destroyed  mutilated or painted over some Public Works Department designs have survived  and  with the regrettable exception of Queenscliff  have maintained their red brick character. The Post Office at Elsternwick is significant in this  not only in its own right  and as part of a group of important buildings  but also as a visible representation of the Queenscliff design in a relatively unspoiled form. At Elsternwick the design has been maintained overall and  where extended  this has been done sympathetically (an exception to this is the post office boxes facing Riddell parade). In developing this  and other distinctive new designs  the architects of the Public Works Department in the late 1880s and 1890s were breaking new ground  not only in Victoria but also on a national basis. This was all the more remarkable when it is considered that government departments were not previously known for their commitment to  and encouragement of  innovation.
The building may also be regarded as important to the Elsternwick community  and expressive of the history of the district. Settlement in the area followed two land surveys  one by Robert Hoddle in 1851 and the other by Henry Foot in 1856. A prominent early settler was Charles Hodson Ebden  a pastoralist who in 1851 became Auditor-General of Victoria. He named his property ""Elster""  which is German for magpie  and ""wick"" (meaning village) was added in later years. The coming of the railway in 1859  which passed through Elsternwick en route to Brighton  made for a settlement around the station  and this encouraged the introduction of postal services. However  development of Elsternwick was blocked by several surrounding large properties  and it was not until the boom decade of the 1880s that it really

began to go ahead as a commercial and residential centre. From the mid 1880s the new community agitated for secession from Caulfield shire  and for a new post office building more in keeping with the aspiration of a developing suburban district. This agitation was successful. In 1890 land was exchanged with the railway department  with a view to building an office on a suitable site  and tenders were called for in August.
The importance of the new building can be seen in its location adjacent to what was then the focal point of the district  the railway station. With the new building also came an extended postal district for Elsternwick  taking in additional portions of St Kilda and Caulfield. The new building also comprised residential quarters and a new postmistress  Mary Kate Oldham  was appointed in the same year the office was built.
",296 - 298 GLENHUNTLY ROAD and 1A AND 1B RIDDELL PARADE ELSTERNWICK  GLEN EIRA CITY,The Elsternwick Post Office was built in 1891 to the design of the Public Works Department under JH Marsden. The builder was Herbert H. Coulson. The office  complete with postmaster's.,Elsternwick,3185
88,-37.87983,144.99895,Rippon Lea,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/077/480.jpg,"Rippon Lea was commenced in 1868 by Frederick Sargood  a most successful politician and merchant. He was born in England in 1834 and arrived in Melbourne in 1850. He soon joined his father's wholesale soft goods firm  spending some time as its manager on the goldfields. Sargood entered the Legislative Council in 1874. He was Victoria?s first Minister for Defence in 1883. Sir Frederick Sargood was created CMG. In 1885 and KCMG in 1890 as a reward for his contribution to public life. He died suddenly in 1903.
Rippon Lea was designed by the leading firm of architects  Reed and Barnes. Joseph Reed had travelled in Europe in 1863  including northern Italy. When he returned he introduced the use of polychromy. While not the first examples  Rippon Lea and the Independent Church in Collins Street were the best and set a fashion which became a distinctly Melbourne style  particularly used for houses and churches. Its popularity was possible because of the new availability of different coloured bricks. Reed's fine Lombardic Romanesque details soon became debased by others.
As Sargood's family grew and his fortunes prospered  Rippon Lea was extended to include 33 rooms - a complete mansion. The cast iron porte cochere and the northern conservatory were added in 1897. The architects were Taylor and Fitts. The ballroom was added in 1882 and remodelled in 1889. Many alterations have changed the interior and exterior during the ownerships of Benjamin Nathan and later his daughter Mrs Louisa Jones in the 1930s and are in their own right of significance.
Sir Thomas Bent owned the property from 1903 until 1911 but never lived there. He subdivided much of the land. The original garden dates from about 1868  and it seems that William Guilfoyle of the Botanic Gardens was involved. It was redesigned in a more natural style in the 1880s by Sargood and his head gardener  Adam Anderson. The lake  waterfalls  fernery  hill and grotto are balanced by mighty deciduous trees and conifers. These are interspersed with  but never dominated by Australian species such as eucalyptus and other exotics. The sinuous drive with its carefully prepared approach to the house is notable. The original vegetable gardens  orchard and outer paddocks no longer survive. The shade house is important as the largest known in Australia and possibly the world. Its curved plan and form of construction are particularly notable. It was built about 1884.
",192 Hotham Street ELSTERNWICK  Glen Eira City,Rippon Lea was commenced in 1868 by Frederick Sargood  a most successful politician and merchant. He was born in England in 1834 and arrived in Melbourne in 1850. ,Elsternwick,3185
